frame,deviation_m,lane_center,vehicle_center,steering,throttle,speed_kph
524,0.0,0.0,0.0,0.0,0.05,0.0
525,0.0,0.0,0.0,0.0,0.05,0.0
526,0.0,0.0,0.0,0.0,0.05,0.0
527,0.0,0.0,0.0,0.0,0.05,0.0
528,0.0,0.0,0.0,0.0,0.05,0.001
529,0.0,0.0,0.0,0.0,0.05,0.001
530,0.0,0.0,0.0,0.0,0.05,0.0
531,0.0,0.0,0.0,0.0,0.05,0.0
532,0.0,0.0,0.0,0.0,0.05,0.0
533,0.0,0.0,0.0,0.0,0.05,0.001
534,0.0,0.0,0.0,0.0,0.05,0.0
535,0.0,0.0,0.0,0.0,0.05,0.0
536,0.0,0.0,0.0,0.0,0.05,0.0
537,0.0,0.0,0.0,0.0,0.05,0.001
538,0.0,0.0,0.0,0.0,0.05,0.0
539,0.0,0.0,0.0,0.0,0.05,0.0
540,0.0,0.0,0.0,0.0,0.05,0.0
541,0.0,0.0,0.0,0.0,0.05,0.0
542,0.0,0.0,0.0,0.0,0.05,0.0
543,0.0,0.0,0.0,0.0,0.05,0.0
544,0.0,0.0,0.0,0.0,0.05,0.0
545,0.0,0.0,0.0,0.0,0.05,0.0
546,0.0,0.0,0.0,0.0,0.05,0.0
547,0.0,0.0,0.0,0.0,0.05,0.0
548,0.0,0.0,0.0,0.0,0.05,0.001
549,0.0,0.0,0.0,0.0,0.05,0.0
550,0.0,0.0,0.0,0.0,0.05,0.001
551,0.0,0.0,0.0,0.0,0.05,0.0
552,0.0,0.0,0.0,0.0,0.05,0.001
553,0.0,0.0,0.0,0.0,0.05,0.001
554,0.0,0.0,0.0,0.0,0.05,0.001
555,0.0,0.0,0.0,0.0,0.05,0.0
556,0.0,0.0,0.0,0.0,0.05,0.0
557,0.0,0.0,0.0,0.0,0.05,0.001
558,0.0,0.0,0.0,0.0,0.05,0.0
559,0.0,0.0,0.0,0.0,0.05,0.0
560,0.0,0.0,0.0,0.0,0.05,0.0
561,0.0,0.0,0.0,0.0,0.05,0.0
562,0.0,0.0,0.0,0.0,0.05,0.001
563,0.0,0.0,0.0,0.0,0.05,0.001
564,0.0,0.0,0.0,0.0,0.05,0.0
565,0.0,0.0,0.0,0.0,0.05,0.0
566,0.0,0.0,0.0,0.0,0.05,0.0
567,0.0,0.0,0.0,0.0,0.05,0.001
568,0.0,0.0,0.0,0.0,0.05,0.001
569,0.0,0.0,0.0,0.0,0.05,0.0
570,0.0,0.0,0.0,0.0,0.05,0.001
571,0.0,0.0,0.0,0.0,0.05,0.001
572,0.0,0.0,0.0,0.0,0.05,0.001
573,0.0,0.0,0.0,0.0,0.05,0.0
574,0.0,0.0,0.0,0.0,0.05,0.0
575,0.0,0.0,0.0,0.0,0.05,0.0
576,0.0,0.0,0.0,0.0,0.05,0.0
577,0.0,0.0,0.0,0.0,0.05,0.0
578,0.0,0.0,0.0,0.0,0.05,0.001
579,0.0,0.0,0.0,0.0,0.05,0.0
580,0.0,0.0,0.0,0.0,0.05,0.0
581,0.0,0.0,0.0,0.0,0.05,0.0
582,0.0,0.0,0.0,0.0,0.05,0.001
583,0.0,0.0,0.0,0.0,0.05,0.001
584,0.0,0.0,0.0,0.0,0.05,0.001
585,0.0,0.0,0.0,0.0,0.05,0.0
586,0.0,0.0,0.0,0.0,0.05,0.0
587,0.0,0.0,0.0,0.0,0.05,0.0
588,0.0,0.0,0.0,0.0,0.05,0.0
589,0.0,0.0,0.0,0.0,0.05,0.0
590,0.0,0.0,0.0,0.0,0.05,0.0
591,0.0,0.0,0.0,0.0,0.05,0.0
592,0.0,0.0,0.0,0.0,0.05,0.0
593,0.0,0.0,0.0,0.0,0.05,0.0
594,0.0,0.0,0.0,0.0,0.05,0.0
595,0.0,0.0,0.0,0.0,0.05,0.0
596,0.0,0.0,0.0,0.0,0.05,0.0
597,0.0,0.0,0.0,0.0,0.05,0.0
598,0.0,0.0,0.0,0.0,0.05,0.0
599,0.0,0.0,0.0,0.0,0.05,0.0
600,0.0,0.0,0.0,0.0,0.05,0.0
601,0.0,0.0,0.0,0.0,0.05,0.001
602,0.0,0.0,0.0,0.0,0.05,0.0
603,0.0,0.0,0.0,0.0,0.05,0.0
604,0.0,0.0,0.0,0.0,0.05,0.001
605,0.0,0.0,0.0,0.0,0.05,0.0
606,0.0,0.0,0.0,0.0,0.05,0.0
607,0.0,0.0,0.0,0.0,0.05,0.001
608,0.0,0.0,0.0,0.0,0.05,0.0
609,0.0,0.0,0.0,0.0,0.05,0.0
610,0.0,0.0,0.0,0.0,0.05,0.0
611,0.0,0.0,0.0,0.0,0.05,0.0
612,0.0,0.0,0.0,0.0,0.05,0.0
613,0.0,0.0,0.0,0.0,0.05,0.0
614,0.0,0.0,0.0,0.0,0.05,0.0
615,0.0,0.0,0.0,0.0,0.05,0.0
616,0.0,0.0,0.0,0.0,0.05,0.0
617,0.0,0.0,0.0,0.0,0.05,0.001
618,0.0,0.0,0.0,0.0,0.05,0.0
619,0.0,0.0,0.0,0.0,0.05,0.0
620,0.0,0.0,0.0,0.0,0.05,0.0
621,0.0,0.0,0.0,0.0,0.05,0.0
622,0.0,0.0,0.0,0.0,0.05,0.0
623,0.0,0.0,0.0,0.0,0.05,0.001
624,0.0,0.0,0.0,0.0,0.05,0.0
625,0.0,0.0,0.0,0.0,0.05,0.0
626,0.0,0.0,0.0,0.0,0.05,0.0
627,0.0,0.0,0.0,0.0,0.05,0.001
628,0.0,0.0,0.0,0.0,0.05,0.001
629,0.0,0.0,0.0,0.0,0.05,0.0
630,0.0,0.0,0.0,0.0,0.05,0.0
631,0.0,0.0,0.0,0.0,0.05,0.0
632,0.0,0.0,0.0,0.0,0.05,0.0
633,0.0,0.0,0.0,0.0,0.05,0.0
634,0.0,0.0,0.0,0.0,0.05,0.0
635,0.0,0.0,0.0,0.0,0.05,0.0
636,0.0,0.0,0.0,0.0,0.05,0.0
637,0.0,0.0,0.0,0.0,0.05,0.001
638,0.0,0.0,0.0,0.0,0.05,0.0
639,0.0,0.0,0.0,0.0,0.05,0.0
640,0.0,0.0,0.0,0.0,0.05,0.0
641,0.0,0.0,0.0,0.0,0.05,0.0
642,0.0,0.0,0.0,0.0,0.05,0.0
643,0.0,0.0,0.0,0.0,0.05,0.0
644,0.0,0.0,0.0,0.0,0.05,0.0
645,0.0,0.0,0.0,0.0,0.05,0.001
646,0.0,0.0,0.0,0.0,0.05,0.0
647,0.0,0.0,0.0,0.0,0.05,0.0
648,0.0,0.0,0.0,0.0,0.05,0.0
649,0.0,0.0,0.0,0.0,0.05,0.001
650,0.0,0.0,0.0,0.0,0.05,0.0
651,0.0,0.0,0.0,0.0,0.05,0.0
652,0.0,0.0,0.0,0.0,0.05,0.0
653,0.0,0.0,0.0,0.0,0.05,0.0
654,0.0,0.0,0.0,0.0,0.05,0.0
655,0.0,0.0,0.0,0.0,0.05,0.0
656,0.0,0.0,0.0,0.0,0.05,0.001
657,0.0,0.0,0.0,0.0,0.05,0.0
658,0.0,0.0,0.0,0.0,0.05,0.0
659,0.0,0.0,0.0,0.0,0.05,0.0
660,0.0,0.0,0.0,0.0,0.05,0.0
661,0.0,0.0,0.0,0.0,0.05,0.0
662,0.0,0.0,0.0,0.0,0.05,0.0
